證券代碼,簡稱,TSE 產業別,年月,財報發布日,ROA(A)稅後息前,ROE(B)－常續利益,營業毛利率,營業利益率,稅後淨利率,股利殖利率,研究發展費用率,營業費用率,常續性EPS,資產總額,負債總額,股東權益總額
2211,長榮鋼,10,202209,2022/11/11,2.07,2.68,30.11,24.8,27.19,,0,5.31,5.68,30607780,6828038,23779742
2221,大甲,20,202209,2022/11/11,5.75,9.73,31.31,23.35,19.25,,0.82,7.96,6.69,1793068,710756,1082312
2227,裕日車,12,202209,2022/11/8,3.69,5.08,15.08,0.78,18.02,,3.11,14.3,9.32,24426888,5431247,18995641
2228,劍麟,12,202209,2022/11/7,3.32,4.59,28.73,15.07,15,,3.55,13.67,4.82,5956168,1900863,4055305
2230,泰茂,05,202209,2022/11/14,1.44,2.24,20.15,5.47,9.73,,0.72,14.65,3.6,1054757,420585,634172
2231,為升,12,202209,2022/11/10,1.27,2.29,35.17,1.36,11.82,,15.6,33.81,4.1,9912395,4880981,5031414
2233,宇隆,12,202209,2022/11/11,3.17,5.1,31.76,15.52,19.31,,5.48,16.24,10.36,5154321,1775414,3378907
2235,謚源,05,202209,2022/11/9,4.42,6.93,30.67,22.8,41.94,,1.94,7.87,5.6,2161632,781169,1380463
2236,百達-KY,12,202209,2022/11/7,0.67,1.06,24.31,5.21,3.2,,2.39,19.1,1.14,2059565,942487,1117078
2239,英利-KY,12,202209,2022/11/9,0.49,0.79,11.62,2.85,1.78,,3.07,8.78,-0.31,34301257,19069689,15231568
2241,艾姆勒,12,202209,2022/11/10,-1.87,-4.11,-25.13,-61.99,-41.73,,22.48,36.86,-2.3,3049621,1497293,1552328
2243,宏旭-KY,12,202209,2022/11/14,0.44,0.7,12.18,3.32,1.01,,3.57,8.86,-0.39,3354905,2794088,560817
2247,汎德永業,12,202209,2022/11/11,1.77,3.03,12.42,4,3.21,,0,8.47,17.45,20182258,8363877,11818381
2250,IKKA-KY,12,202209,2022/11/14,0.71,1.37,17.17,4.56,2.45,,0.99,12.61,3.79,3328866,1736840,1592026
2301,光寶科,25,202209,2022/10/28,2.24,2.5,19.5,9.52,9.21,,4.11,9.98,4.54,202897107,123383966,79513141
2302,麗正,24,202209,2022/11/10,2.6,3.14,37.12,18.05,22.71,,1.41,19.08,1.02,2106680,281275,1825405
2303,聯電,24,202209,2022/11/2,5.44,9.63,47.3,40,36.27,,4.38,9.01,6.82,519393920,204204549,315189371
2305,全友,25,202209,2022/11/9,1.36,1.51,25.71,-10.96,20.68,,11.65,36.66,0.3,2978105,637263,2340842
2308,台達電,28,202209,2022/10/27,3.01,5.94,30.29,12.74,11.5,,7.99,17.54,11.91,428302953,209068087,219234866
2312,金寶,31,202209,2022/11/14,0.63,2.03,6.09,1.71,0.92,,1.57,4.37,0.94,136890903,108279498,28611405
2313,華通,28,202209,2022/11/11,3.31,7.26,20.11,13.35,11.58,,3.35,6.76,6.8,80873952,44087441,36786511
2314,台揚,27,202209,2022/11/10,-1.25,-3.67,13.03,-7.17,-7.32,,13.85,20.2,-2.07,6794516,4604034,2190482
2316,楠梓電,28,202209,2022/11/11,1.36,2.16,0.61,-7.6,14.52,,0.92,8.22,3.23,13268622,5252941,8015681
2317,鴻海,31,202209,2022/11/11,1.19,2.31,6.16,2.78,2.39,,1.72,3.38,11.1,4388909134,2740033810,1648875324
2321,東訊,27,202209,2022/11/14,0.82,2.32,26.2,0.91,4.37,,8.41,25.29,0.17,1892721,1425992,466729
2323,中環,26,202209,2022/11/14,-1.13,0.79,23.01,-2.49,-14.81,,4.13,25.5,0.06,24074262,7090549,16983713
2324,仁寶,25,202209,2022/11/14,0.61,1.93,3.77,0.77,0.83,,1.67,3,2.25,543484115,414920789,128563326
2327,國巨,28,202209,2022/11/11,2.46,5.24,38.5,24.93,20.79,,2.25,13.57,56.49,277737701,157750694,119987007
2328,廣宇,28,202209,2022/11/10,2.37,3.91,13.27,7.45,8.55,,1.71,5.81,2.33,24714352,10387880,14326472
2329,華泰,24,202209,2022/10/27,2.58,4.61,16.06,9.25,11.36,,2.16,6.81,2.46,16534366,7198885,9335481
2330,台積電,24,202209,2022/11/14,6.31,10.5,60.43,50.61,45.82,,7.01,9.82,34.43,4643301766,1890985607,2752316159
2331,精英,25,202209,2022/11/11,1.71,3.54,12.01,0.54,5.43,,3.34,11.46,1.85,24030144,12397838,11632306
2332,友訊,27,202209,2022/11/4,0.33,-0.09,20.58,0.6,1.06,,2.77,19.99,0.3,15906782,6445822,9460960
2337,旺宏,24,202209,2022/10/27,3.01,4.97,44.21,21.07,21.79,,13.27,23.14,6.51,85074235,33361590,51712645
2338,光罩,24,202209,2022/11/14,3.31,11.74,26.18,14.71,26.2,,3.75,11.47,6.43,17763977,14022100,3741877
2340,台亞,24,202209,2022/11/9,0.96,1.38,27.27,7.77,10.01,,4.88,19.5,1.4,10857794,2267671,8590123
2342,茂矽,24,202209,2022/11/10,4.79,7.51,30.19,17.68,36.18,,5.39,12.51,3.73,4223336,1460514,2762822
2344,華邦電,24,202209,2022/11/3,1.76,3.82,45.54,15.68,14.13,,18.36,29.86,4.39,178800277,79645600,99154677
2345,智邦,27,202209,2022/11/10,6.15,14.83,22.03,12.73,11.96,,3.9,9.29,13.21,42264244,24107786,18156458
2347,聯強,29,202209,2022/11/3,4.2,0.49,3.98,1.84,7.84,,0,2.14,4.83,219037623,147904409,71133214
2348,海悅,20,202209,2022/11/14,0.55,1.5,44.21,33.1,8.82,,0,11.12,10.03,25049424,18842339,6207085
2349,錸德,26,202209,2022/11/14,0.41,1.14,17.55,-2.65,2.5,,2.45,20.2,-0.1,20554124,9743983,10810141
2351,順德,24,202209,2022/11/10,2.11,4.04,16.02,8.32,8.99,,2.09,7.7,5.46,13224053,6410100,6813953
2352,佳世達,25,202209,2022/11/4,3.6,-2.96,14.4,1.31,12.18,,3.58,13.09,-0.39,217521467,149875134,67646333
2353,宏碁,25,202209,2022/11/3,1,-1.86,10.11,1.28,3.13,,0.91,8.85,0.65,204620753,134314776,70305977
2354,鴻準,31,202209,2022/11/8,1.15,1.43,9.46,2.89,8.71,,2.81,6.57,3.08,140160229,37510368,102649861
2355,敬鵬,28,202209,2022/11/9,0.93,1.35,7.63,0.81,4.83,,1.77,6.82,0.8,22510532,6801247,15709285
2356,英業達,25,202209,2022/11/11,0.87,2.75,5.15,1.57,1.22,,2.16,3.58,1.75,268885483,210627576,58257907
2357,華碩,25,202209,2022/11/10,1.39,1.24,12.66,2.64,4.7,,3.18,10.02,29.01,499943632,269237368,230706264
2358,廷鑫,20,202209,2022/11/14,-0.37,-1.55,4.93,-6.27,-8.91,,0.18,11.2,0.71,4299995,2490198,1809797
2359,所羅門,31,202209,2022/11/10,2.42,4.67,22.06,3.46,17.88,,2.68,18.6,3.5,8712171,3370890,5341281
2360,致茂,31,202209,2022/11/11,5.28,8.62,52.51,26.74,26.49,,7.87,25.77,9.99,34363143,13235757,21127386
2362,藍天,25,202209,2022/11/10,0.23,0.48,21.21,6.76,1,,3.07,14.45,4.53,95600533,53240189,42360344
2363,矽統,24,202209,2022/11/10,-0.68,-0.7,-10.57,-324.54,-287.45,,178.34,313.97,0.68,13903833,110623,13793210
2364,倫飛,25,202209,2022/11/14,3.16,11.82,32.83,2.47,15.51,,9.4,30.36,3.11,1205168,892695,312473
2365,昆盈,25,202209,2022/11/10,1.14,1.29,24.53,0.93,12.58,,0.33,23.6,0.31,3487254,542709,2944545
2367,燿華,28,202209,2022/11/14,2.63,6.02,17.27,8.02,11.15,,0.79,9.25,0.49,25275012,14149905,11125107
2368,金像電,28,202209,2022/11/14,4.55,12.86,27.57,19.13,15.69,,2.09,8.5,10.14,30607013,17172478,13434535
2369,菱生,24,202209,2022/11/7,-0.35,-0.62,2.36,-5.76,-2.68,,2.91,8.13,1.31,8769049,2908276,5860773
2371,大同,05,202209,2022/11/14,6.76,-12.49,21.32,-15.34,99.36,,2.24,36.66,-1.38,106480346,53802779,52677567
2373,震旦行,31,202209,2022/11/14,3.08,6.54,42.59,11.03,15.28,,0,31.75,5.76,18374601,9740408,8634193
2374,佳能,26,202209,2022/11/11,2.12,2.5,22.48,0.86,12.78,,10.07,21.62,0.54,8984117,2255831,6728286
2375,凱美,28,202209,2022/11/13,1.02,2.05,17.35,4.68,11.85,,0.87,12.67,6.81,19352009,10189895,9162114
2376,技嘉,25,202209,2022/11/11,1.95,3.29,12.4,1.14,4.83,,1.77,11.26,13.86,55778673,21144622,34634051
2377,微星,25,202209,2022/11/11,1.86,5.4,12.72,4,4.17,,2.73,8.73,16.91,79543481,31605678,47937803
2379,瑞昱,24,202209,2022/11/11,3.37,9.95,48.04,13.56,14.13,,26.7,34.49,36.72,134435593,87798182,46637411
2380,虹光,25,202209,2022/11/10,2.12,5.16,27.59,5.11,6.02,,12.42,22.48,-0.12,2877376,1837087,1040289
2382,廣達,25,202209,2022/11/11,1.33,5.79,5.61,2.69,2.48,,1.46,2.92,7.56,815489630,644291534,171198096
2383,台光電,28,202209,2022/10/28,3.13,6.54,25.79,16.17,13.23,,2.81,9.62,15.72,41688185,20740547,20947638
2385,群光,28,202209,2022/11/3,2.98,5.34,18.85,10.17,8.64,,3.11,8.68,8.31,90888145,49920772,40967373
2387,精元,25,202209,2022/11/10,2.96,7.95,14.84,8.69,8.77,,2.82,6.16,7.37,23303220,13406375,9896845
2388,威盛,24,202209,2022/11/1,1.16,1.44,33.08,2.8,10.11,,17.23,30.28,5.7,24441892,9623674,14818218
2390,云辰,31,202209,2022/11/14,-11.13,-0.43,19.35,-9.29,-303.41,,6.95,28.64,-0.47,3458372,686224,2772148
2392,正崴,28,202209,2022/11/11,1.04,2.59,15.38,6.23,3.47,,2.6,9.16,3.22,99125249,62653494,36471755
2393,億光,26,202209,2022/11/14,1.63,2.86,28.78,7.41,9.5,,3.56,21.37,3.71,27381209,8570631,18810578
2395,研華,25,202209,2022/10/28,4.99,8.08,36.42,18.15,17.06,,6.4,18.27,13.93,62715790,21081313,41634477
2397,友通,25,202209,2022/11/3,1.62,4.16,21.83,5.43,4.89,,3.05,16.39,3.61,13419007,7685047,5733960
2399,映泰,25,202209,2022/11/11,1.08,1.92,7.58,-4.57,5.82,,3.45,12.14,1.22,2797990,511649,2286341
2401,凌陽,24,202209,2022/11/10,0.56,0.17,45.21,-5.38,5.97,,36.67,50.6,0.32,15002644,3205031,11797613
2402,毅嘉,28,202209,2022/11/11,0.98,2.14,13.5,4.92,4.26,,2.41,8.59,1.08,9640194,3616139,6024055
2404,漢唐,31,202209,2022/11/10,5.84,19.22,16.63,13.69,11.55,,0.04,2.94,21.9,27443943,17826949,9616994
2405,輔信,25,202209,2022/11/10,0.88,0.95,39.81,-2.27,9.44,,10.65,42.08,0.66,4571604,854280,3717324
2406,國碩,26,202209,2022/11/14,-0.55,-0.66,11,-7.94,-6.2,,5.03,18.88,-0.17,15936140,5618397,10317743
2408,南亞科,24,202209,2022/11/2,1.28,1.45,32.63,8.35,23.96,,18.66,24.28,7.19,204079535,20407129,183672406
2409,友達,26,202209,2022/11/11,-2.57,-4.75,-14.61,-27.58,-21.09,,6.46,12.97,-0.02,387265539,184598105,202667434
2412,中華電,27,202209,2022/11/4,1.91,2.6,38,22.77,18.27,,1.84,15.23,4.79,503590240,119516433,384073807
2413,環科,28,202209,2022/11/11,1.95,5.4,17.66,6.24,7.79,,3.62,11.42,1.8,5719716,3770339,1949377
2414,精技,29,202209,2022/11/3,1.75,4.17,7.81,2.88,2.36,,0.47,4.93,3.21,10929573,6841476,4088097
2415,錩新,28,202209,2022/11/10,-0.58,-2.28,17.71,-13.1,-12.97,,1.3,13.24,0.62,9482001,6603729,2878272
2417,圓剛,25,202209,2022/11/11,0.94,1.38,48.36,-0.27,5.89,,15.55,48.62,0.31,6378189,2105200,4272989
2419,仲琦,27,202209,2022/10/25,1.09,2.37,20.47,5.48,3.96,,4.27,14.98,1.2,12927706,6978044,5949662
2420,新巨,28,202209,2022/11/14,3.66,5.91,43.91,30.02,29.64,,2.4,13.89,4.48,5572003,2009645,3562358
2421,建準,28,202209,2022/11/3,3.1,7.5,24,9,9.72,,5.24,15,3.91,12119510,7182257,4937253
2423,固緯,31,202209,2022/11/8,3.18,4.21,49.15,17.11,15.74,,7.79,32.04,2.57,3841741,1327109,2514632
2424,隴華,27,202209,2022/11/11,-9.48,-22.02,-136.63,-285.77,-302.33,,24.05,149.14,-5.12,500284,266964,233320
2425,承啟,25,202209,2022/11/10,5.04,7.23,11.96,6.47,9.99,,0.63,5.49,3.96,3447362,1148883,2298479
2426,鼎元,26,202209,2022/11/9,-1.05,0.88,8.14,-7.58,-11.08,,6.28,15.72,0.8,5592445,1535453,4056992
2427,三商電,30,202209,2022/11/7,1.28,1.11,36.52,4.2,8.19,,6.66,32.32,0.99,5216323,2844528,2371795
2428,興勤,28,202209,2022/11/8,2.99,4.67,33.48,18.45,21.36,,4.2,15.04,12.11,13630165,4750549,8879616
2429,銘旺科,26,202209,2022/11/11,-0.79,-3.35,11.69,-10.64,-8.28,,4.2,22.33,-0.87,828462,544941,283521
2430,燦坤,29,202209,2022/11/4,0.88,2.68,14.98,2.66,2.22,,0,12.32,5.64,14754539,10181575,4572964
2431,聯昌,28,202209,2022/11/10,0.12,0.56,4.88,-7.12,0.46,,2.01,12,-0.04,1995423,558344,1437079
2433,互盛電,31,202209,2022/11/14,3.55,5.92,31.06,13.18,34.82,,0,17.88,3.74,7885397,3235820,4649577
2434,統懋,24,202209,2022/11/9,3.36,-4.99,-23.17,-91,98.84,,7.48,67.83,-1.59,720418,188765,531653
2436,偉詮電,24,202209,2022/11/7,-0.45,2.94,27.02,0.23,-4.62,,14.69,26.79,3.36,6362084,2599405,3762679
2438,翔耀,26,202209,2022/11/10,-0.92,-1.04,-4.5,-24.87,-14.25,,0,20.37,-0.18,874542,78574,795968
2439,美律,27,202209,2022/10/27,1.95,5.75,12.49,3.68,5.79,,4.5,8.81,7.43,36004495,23168037,12836458
2440,太空梭,28,202209,2022/11/14,0.39,0.34,7.18,2.74,0.69,,0.35,4.44,-0.01,2163863,761556,1402307
2441,超豐,24,202209,2023/10/27,2.3,3.05,19.45,15.77,17.38,,1.65,3.67,7.16,25262901,4635115,20627786
2442,新美齊,14,202209,2022/11/11,-0.2,-0.2,19.34,-90.15,-98.1,,0,109.49,0.5,14340008,9913618,4426390
2443,昶虹,20,202209,2022/11/14,-1.84,-2.88,-91.82,-92.84,-147.95,,0,1.02,-0.57,531817,197479,334338
2444,兆勁,27,202209,2022/11/14,2.76,5.44,19.79,4.68,12.57,,2.02,15.11,0.99,2009860,1055929,953931
2449,京元電子,24,202209,2022/11/8,2.22,4.36,34.48,23.68,16.95,,3.39,10.8,5.67,75236997,40003574,35233423
2450,神腦,27,202209,2022/11/2,2,3.32,11.13,1.26,2.63,,0,9.87,2.59,10306220,4174445,6131775
2451,創見,24,202209,2022/11/10,2.14,2.56,14.25,5.11,15.77,,1.02,9.15,3.67,21449320,2018822,19430498
2453,凌群,30,202209,2022/11/11,1.43,2.89,26.17,3.75,3.77,,4,22.42,2.37,4136071,2191705,1944366
2454,聯發科,24,202209,2022/11/11,4.55,7.21,49.31,23.25,21.87,,21.18,26.06,79.99,639893975,211570827,428323148
2455,全新,27,202209,2022/10/28,2.27,3.53,42.44,18.6,20.26,,17.47,23.84,3.78,4473283,1427298,3045985
2457,飛宏,28,202209,2022/11/3,0.3,0.47,14.17,-0.66,0.64,,5.22,14.83,-0.02,14954140,8677032,6277108
2458,義隆,24,202209,2022/11/9,2.97,5.98,46.52,18.89,17.33,,18.35,27.62,12.49,14160057,5068155,9091902
2459,敦吉,31,202209,2022/11/10,2.9,5.65,26.9,16.41,11.93,,1.59,10.49,5.45,10512014,4995889,5516125
2460,建通,28,202209,2022/11/10,-0.6,-1.57,-7.25,-21.24,-7,,0.95,13.99,0.03,5024505,2603254,2421251
2461,光群雷,31,202209,2022/11/10,-0.18,1.23,16.72,-2.05,-1.46,,5.35,18.77,2.06,8079725,3853639,4226086
2462,良得電,28,202209,2022/11/11,1.61,2.51,9.73,1.14,6.38,,1.58,8.58,0.29,4985745,2417156,2568589
2464,盟立,31,202209,2022/11/10,1.18,3.28,17.66,1.76,4.98,,6.43,15.89,3.04,12533691,8187354,4346337
2465,麗臺,25,202209,2022/11/11,-2.4,-10.09,15.64,-0.88,-3.97,,3.07,16.53,-0.43,2659912,2055725,604187
2466,冠西電,26,202209,2022/11/14,1.11,1.98,24.19,6.82,9.33,,0.27,17.37,0.02,4579753,2619908,1959845
2467,志聖,28,202209,2022/11/10,3.08,7.31,34.54,10.46,15.94,,4.31,24.07,4.68,8344017,5017007,3327010
2468,華經,30,202209,2022/11/10,0.69,1.16,9.39,1.63,2.34,,,7.76,0.84,2253595,1078236,1175359
2471,資通,30,202209,2022/11/9,3.64,6.08,42.41,11.69,24.49,,12.3,30.72,3.41,1302629,482708,819921
2472,立隆電,28,202209,2022/11/10,3.69,5.52,32.68,20.44,20.84,,2.07,12.24,8.02,14650563,4634231,10016332
2474,可成,31,202209,2022/11/9,2,3.21,34.14,22.03,58.17,,4.48,12.11,16.89,268558135,98751555,169806580
2476,鉅祥,28,202209,2022/11/4,3.72,5.71,29.48,16.58,18.53,,2.9,12.91,4.86,9562757,3249748,6313009
2477,美隆電,31,202209,2022/11/10,1.51,3.42,12.55,-4.16,17.34,,4.1,16.72,1.18,8895337,4384450,4510887
2478,大毅,28,202209,2022/11/9,1.71,2.47,19.53,7.42,14.45,,1.31,12.11,5.39,9218305,2618929,6599376
2480,敦陽科,30,202209,2022/10/28,2.95,6.44,23.67,10.14,11.02,,1.26,13.53,7.12,6135530,3216416,2919114
2481,強茂,24,202209,2022/11/11,1.55,2.87,29.69,9.51,13.76,,6.46,20.18,5.05,29862588,14915022,14947566
2482,連宇,31,202209,2022/11/10,4.41,5.71,40.04,13.1,19.1,,6.97,26.94,1.38,1387930,314399,1073531
2483,百容,28,202209,2022/11/2,1.12,1.76,16.18,2.19,8.72,,3.91,13.99,1.7,4523351,1881175,2642176
2484,希華,28,202209,2022/11/4,4.78,7.03,41.35,27.32,32.34,,4.02,14.03,4.97,5732300,1713105,4019195
2485,兆赫,27,202209,2022/11/10,0.54,0.71,7.88,-4.41,2.46,,6.06,12.3,-0.39,8700976,2185542,6515434
2486,一詮,26,202209,2022/11/10,0.58,0.66,7.97,-2.87,2.82,,2.02,10.84,0.69,8237945,3917908,4320037
2488,漢平,31,202209,2022/11/7,3.87,7.12,24.09,14.89,14.02,,2.89,9.2,4.15,3899052,1610943,2288109
2489,瑞軒,26,202209,2022/11/8,5.08,-1.26,7.54,-2.74,26.74,,2.82,10.28,1.61,20762598,6617318,14145280
2491,吉祥全,26,202209,2022/11/14,-12.36,-11.17,-137.1,-188.19,-224.87,,13.85,51.09,-2.97,1337291,161517,1175774
2492,華新科,28,202209,2022/11/10,0.85,1.53,14.18,1.51,8.87,,3.4,12.67,6.22,92855066,38879877,53975189
2493,揚博,28,202209,2022/11/10,3.66,7.16,35.29,22.95,19.35,,1.01,12.33,5.32,4245658,1668608,2577050
2495,普安,25,202209,2022/11/7,1.46,5.09,51.03,19.67,20.54,,19.42,31.36,1.31,5946164,1877575,4068589
2496,卓越,20,202209,2022/11/10,2.49,3.77,53.88,19.41,16.1,,0,34.47,4.12,1279326,488258,791068
2497,怡利電,12,202209,2022/11/3,3.3,6.67,27.47,7.73,12.81,,8.49,19.74,2.33,3886086,1941316,1944770
2498,宏達電,27,202209,2022/11/10,-1.99,-3.88,39.36,-105.26,-90.94,,55.78,144.62,-3.94,48099764,21303992,26795772
2501,國建,14,202209,2022/11/14,0.68,1.82,21.28,10.39,10.66,,0,10.89,1.04,86866311,60181567,26684744
2504,國產,14,202209,2022/11/4,1.95,2.98,20.69,16.52,12.89,,0.13,4.17,2.09,36777009,12812610,23964399
2505,國揚,14,202209,2022/11/9,0.75,1.23,25.08,7.53,23.78,,0,17.56,1.83,16411035,6790536,9620499
2506,太設,14,202209,2022/11/14,0.64,0.81,46.99,3.18,32.85,,0,43.81,1.84,14063862,4688238,9375624
2509,全坤建,14,202209,2022/11/14,-0.12,-0.61,22.05,-35.98,-54.29,,0,58.03,-0.52,8215470,3528867,4686603
2511,太子,14,202209,2022/11/4,0.52,1.03,33.73,11.07,8.9,,0,22.66,1.31,47436842,21617860,25818982
2514,龍邦,20,202209,2022/11/14,0.79,1.55,8.18,4.8,6.18,,0,3.38,0.81,23999717,13432386,10567331
2515,中工,14,202209,2022/11/14,0.29,0.44,6.88,3.88,2.39,,0.16,3.01,1.12,46852227,24448998,22403229
2516,新建,14,202209,2022/11/11,-0.02,-0.42,2.2,0.29,-0.44,,,1.91,-1.29,6353394,4549870,1803524
2520,冠德,14,202209,2022/11/9,1.04,2.54,25.21,15.4,11.22,,0,9.81,4.99,53633559,33165617,20467942
2524,京城,14,202209,2022/11/14,0.37,0.48,48.89,29.54,16.62,,0,19.34,2.79,34022207,17318728,16703479
2527,宏璟,14,202209,2022/11/11,1.54,2.91,27.96,-5.65,94.65,,0,33.62,2.2,18571877,9479927,9091950
2528,皇普,14,202209,2022/11/3,-0.04,-0.19,28.85,-9843.27,-9220.19,,0,9872.12,1.3,18309915,13217989,5091926
2530,華建,14,202209,2022/11/11,0.21,0.38,33.64,17.22,18.22,,0,16.43,0.07,19740621,9588400,10152221
2534,宏盛,14,202209,2022/11/11,0.86,1.75,41.84,26.51,24.6,,0,15.33,2.41,33431458,19579419,13852039
2535,達欣工,14,202209,2022/11/2,0.9,3.16,10.33,7.82,4.15,,,2.51,4.38,21981639,12946869,9034770
2536,宏普,14,202209,2022/11/4,-0.01,-0.6,23.62,-4.94,-75.81,,0,28.56,0,38450040,26093054,12356986
2537,聯上發,14,202209,2022/11/11,0.3,0.5,35.04,22.16,8.05,,0,12.88,0.56,14845477,10676520,4168957
2538,基泰,14,202209,2022/11/11,1,2.87,87.84,32.36,235.7,,0,55.49,0.69,21998905,15639918,6358987
2539,櫻花建,14,202209,2022/11/9,3.55,7.62,33.79,29.15,23.64,,0,4.64,2.65,20236943,10259859,9977084
2540,愛山林,14,202209,2022/11/11,0.4,0.39,26.92,8.89,3.55,,0.83,18.03,3.04,24286139,18443860,5842279
2542,興富發,14,202209,2022/11/14,0.18,0.52,37.42,12.24,6.7,,0,25.19,1.48,221148059,174561185,46586874
2543,皇昌,14,202209,2022/11/14,0.2,0.22,4.05,1.32,0.15,,0,2.72,2.2,12502520,9731111,2771409
2545,皇翔,14,202209,2022/11/14,0.87,2.62,36.35,23.93,17.74,,0,12.42,8.5,49410200,37347387,12062813
2546,根基,14,202209,2022/11/9,2.61,7.8,9.92,7.92,7.04,,0,2.01,6.73,10652626,7003257,3649369
2547,日勝生,14,202209,2022/11/9,0.26,-0.14,47.8,15.82,-1.12,,0.05,31.98,0.27,56370762,44718604,11652158
2548,華固,14,202209,2022/11/7,0.74,1.41,32.39,20.01,15.48,,0,12.38,15.41,39197009,19755706,19441303
2596,綠意,14,202209,2022/11/4,0.3,0.39,72.9,34.12,24.8,,0,38.78,1.72,3361086,921287,2439799
2597,潤弘,14,202209,2022/11/9,4.27,11.73,16.16,11.97,12.57,,0.29,4.19,11.17,18998315,12436860,6561455
2601,益航,18,202209,2022/11/14,0.19,0.43,68.03,7.78,-6.44,,0,60.25,0.3,39168943,24960977,14207966
2603,長榮,15,202209,2022/11/4,11.81,19.43,66.37,64.1,60.45,,0,2.4,181.98,881572688,307079003,574493685
2605,新興,15,202209,2022/11/8,-0.19,-0.37,5.35,0.62,-6.39,,0,4.74,0.91,22245465,4344546,17900919
2606,裕民,15,202209,2022/11/11,2.68,5.93,42.42,38.2,44.81,,,4.22,6.67,76049164,42202739,33846425
2607,榮運,15,202209,2022/11/14,2.39,3.28,27.18,19.72,20.15,,0,7.46,3.02,42486178,12894151,29592027
2608,嘉里大榮,15,202209,2022/11/14,1.52,2.88,19.16,13.97,10.62,,,5.19,2.85,24253378,12550793,11702585
2609,陽明,15,202209,2022/11/13,9.91,16.31,60.37,58.12,49.96,,0,2.38,63.45,503714413,171693194,332021219
2610,華航,15,202209,2022/11/9,0.17,-0.19,4.46,-0.89,-0.03,,,5.35,1.91,283483366,211287920,72195446
2611,志信,15,202209,2022/11/14,1.64,4,26.27,3.27,29.33,,0,23,0.99,3611671,904414,2707257
2612,中航,15,202209,2022/11/7,1.09,1.95,31.61,21.32,16.61,,0,10.29,4.67,21120514,9137772,11982742
2613,中櫃,15,202209,2022/11/14,0.42,1.52,17.05,11.12,2.58,,0,5.94,1.92,10609993,7450101,3159892
2614,東森,20,202209,2022/11/10,0.1,2.39,35.18,5.71,-2.34,,0,29.46,1.26,15833837,10147324,5686513
2615,萬海,15,202209,2022/11/11,6.17,10.41,42.81,39.45,35.06,,0,3.44,45.47,379033796,144896107,234137689
2616,山隆,23,202209,2022/11/11,0.3,0.47,7.12,0,0.48,,0,7.12,2.06,9646356,4730739,4915617
2617,台航,15,202209,2022/11/7,1.44,2.03,37.25,31.69,32.13,,,5.55,4.47,23857357,8393323,15464034
2618,長榮航,15,202209,2022/11/2,0.71,1.61,11.02,3.57,4.31,,,7.45,2.5,318893395,226731597,92161798
2630,亞航,15,202209,2022/11/1,0.24,0.32,5.89,1.19,0.54,,0,4.7,0.16,5018868,3092327,1926541
2633,台灣高鐵,15,202209,2022/11/3,0.65,2.09,31.76,28.51,13.37,,,3.25,0.57,397295538,331640130,65655408
2634,漢翔,15,202209,2022/11/7,1.48,3.76,8.55,4.89,7.01,,1.38,3.67,1.87,41358091,25833880,15524211
2636,台驊投控,15,202209,2022/11/3,2.64,4.9,17.47,7.55,7.8,,0,9.92,23.93,17512856,7525972,9986884
2637,慧洋-KY,15,202209,2022/10/28,2.99,5.54,44.12,43.09,40.29,,0,1.03,17.78,98291921,49055255,49236666
2640,大車隊,36,202209,2022/11/14,2.9,4.74,46.99,18.42,13.71,,0,28.56,6.29,3021729,1207943,1813786
2641,正德,15,202209,2022/11/8,4.92,3.28,43.42,32.46,87.9,,0,10.96,2.64,8081343,3040245,5041098
2642,宅配通,15,202209,2022/11/4,0.82,1.57,14.06,3.79,2.88,,0,10.27,1.92,4440973,2362028,2078945
2643,捷迅,15,202209,2022/11/8,7.09,13.05,19.38,11.42,10.75,,0,7.96,17.38,2685921,1202843,1483078
2645,長榮航太,15,202209,2022/11/11,2.85,6.03,19.5,14.74,20.27,,0.27,4.76,4.68,22632788,12100236,10532552
2701,萬企,16,202209,2022/11/11,1,1.17,59.23,46.26,163.49,,,12.97,0.48,9291496,1339599,7951897
2702,華園,16,202209,2022/11/11,1.36,2.55,83.4,11.22,17.84,,0,72.18,-13.18,8991122,6034388,2956734
2704,國賓,16,202209,2022/11/9,0.5,0.95,17.37,-25.93,23.42,,0,43.3,-0.41,16865917,4838476,12027441
2705,六福,16,202209,2022/11/10,0.5,0.82,36.97,8.43,6.73,,0,28.54,-1.75,15591868,10713275,4878593
2706,第一店,16,202209,2022/11/10,1.06,1.23,77.2,67.45,161.22,,,9.75,0.57,11083986,1559424,9524562
2707,晶華,16,202209,2022/11/11,2.97,7.14,35.5,24.03,20.08,,0,11.47,7.15,9843574,5441152,4402422
2712,遠雄來,16,202209,2022/11/14,2.87,5.19,43.27,26.59,22.71,,0,16.69,0.18,1744590,541208,1203382
2718,晶悅,14,202209,2022/11/11,-0.28,-0.89,3.24,-54.95,-58.55,,0,58.19,-0.55,4197758,2641201,1556557
2719,燦星旅,16,202209,2022/11/8,-2.43,-4.72,4.69,-100.34,-75.62,,0,105.02,-0.5,758671,239674,518997
2722,夏都,16,202209,2022/11/9,4.23,5.79,65.54,42.7,36.56,,0,22.84,1.54,2784383,760599,2023784
