證券代碼,簡稱,TSE 產業別,年月,財報發布日,ROA(A)稅後息前,ROE(B)－常續利益,營業毛利率,營業利益率,稅後淨利率,股利殖利率,研究發展費用率,營業費用率,常續性EPS,資產總額,負債總額,股東權益總額
2838,聯邦銀,17,201906,2019/8/29,0.11,1.41,,,23.15,,,71.08,0.86,666404080,612540630,53863450
2845,遠東銀,17,201906,2019/8/28,0.16,2.24,,,35.42,,,57.79,1.14,633598160,587565435,46032725
2849,安泰銀,17,201906,2019/8/27,0.19,1.83,,,36.06,,,44.26,1.34,315740619,282910559,32830060
2850,新產,17,201906,2019/8/28,0.83,2.64,30.07,9.21,7.58,,,20.86,4.36,34894683,24344167,10550516
2851,中再保,17,201906,2019/8/19,0.58,1.97,10.03,8.14,5.67,,,1.9,1.74,39535611,28130115,11405496
2852,第一保,17,201906,2019/8/23,-0.43,-1.1,24.44,-2.67,-5.73,,,27.1,1.35,16261083,9860831,6400252
2855,統一證,17,201906,2019/8/29,0.33,0.68,73.55,5.89,15.72,,,67.67,0.92,94717124,68885837,25831287
2867,三商壽,17,201906,2019/8/28,0.11,3.53,6.08,3.39,3.13,,,2.69,-0.56,1217457263,1181195252,36262011
2880,華南金,17,201906,2019/8/30,0.16,2.34,,,36.4,,,56.47,1.29,2681952385,2499580497,182371888
2881,富邦金,17,201906,2019/8/30,0.19,2.73,,,17.98,,,18.41,4.32,8119734588,7554276800,565457788
2882,國泰金,17,201906,2019/8/22,0.21,3.03,,,17.48,,,17.86,3.68,9738310636,9039563952,698746684
2883,開發金,17,201906,2019/8/30,0.23,2.47,,,11.37,,,11.49,0.66,2983306677,2700733893,282572784
2884,玉山金,17,201906,2019/8/28,0.21,3.06,,,38.27,,,53.02,1.55,2386337429,2221895899,164441530
2885,元大金,17,201906,2019/8/30,0.25,2.45,,,24.24,,,37.91,1.59,2389884912,2147299591,242585321
2886,兆豐金,17,201906,2019/8/30,0.22,2.42,,,46.84,,,45.74,2.06,3604418597,3292055414,312363183
2887,台新金,17,201906,2019/8/30,0.2,2.19,,,35.36,,,55.04,1.09,1932706507,1759391072,173315435
2888,新光金,17,201906,2019/8/29,0.14,2.75,,,8.01,,,9.33,0.24,3916107869,3690000230,226107639
2889,國票金,17,201906,2019/8/26,0.28,2.11,,,47.63,,,43.86,0.75,292484076,254511417,37972659
2890,永豐金,17,201906,2019/8/29,0.16,1.93,,,31.09,,,57.45,1,1777513277,1634450622,143062655
2891,中信金,17,201906,2019/8/28,0.15,2.61,,,19.27,,,35.6,1.73,6165112538,5802380410,362732128
2892,第一金,17,201906,2019/8/28,0.17,2.4,,,32.96,,,38.46,1.42,2998195577,2787193528,211002049
2897,王道銀行,17,201906,2019/8/29,0.09,1,,,22.66,,,50.98,0.48,564107045,513823769,50283276
2901,欣欣,18,201906,2019/8/12,0.66,0.77,86.37,19.77,20.13,,0,66.59,0.48,1012864,157141,855723
2903,遠百,18,201906,2019/8/14,0.34,0.81,53.79,11.33,3,,0,42.46,2.23,123280458,85796264,37484194
2904,匯僑,20,201906,2019/8/13,2.78,4.15,53.26,38.82,31.06,,0,14.44,2.01,1493702,558663,935039
2905,三商,18,201906,2019/8/14,0.17,5.05,2.21,-4.98,4.7,,0.09,7.19,0.86,1243522821,1202918643,40604178
2906,高林,18,201906,2019/8/14,0.41,0.55,24.96,3.55,1.66,,0,21.41,0.04,8884653,3705681,5178972
2908,特力,18,201906,2019/8/12,-0.76,-1.72,27.64,1.63,-4.08,,0,26.02,0.68,36319410,29977932,6341478
2910,統領,18,201906,2019/8/13,0.26,-0.2,27.14,-3.27,5.28,,,30.41,0.48,6405035,4091476,2313559
2911,麗嬰房,18,201906,2019/8/8,-1.98,-4.32,43.04,-14.06,-11.64,,0,57.09,-0.96,5826832,2924837,2901995
2912,統一超,18,201906,2019/8/5,1.8,6.75,34.29,5.25,4.65,,0,29.04,10.17,180069628,139633782,40435846
2913,農林,18,201906,2019/8/12,0.37,-0.36,42.11,-53.11,99.44,,2.37,95.22,-0.27,24491044,8572294,15918750
2915,潤泰全,18,201906,2019/8/13,4.17,6.12,35.69,14.95,353.05,,0,20.74,17.2,105078053,33661605,71416448
2916,滿心,38,201906,2019/8/12,1.16,1.54,48.28,5.36,4.36,,0,42.92,1.1,1189254,306216,883038
2923,鼎固-KY,14,201906,2019/8/13,0.52,0.81,39.06,32.34,20.34,,0,6.3,1.2,116087520,57877962,58209558
2924,宏太-KY,38,201906,2019/8/13,-2.33,-4.24,61.91,-16.9,-14.3,,0.81,78.81,-3.16,704204,287330,416874
2926,誠品生活,32,201906,2019/8/12,0.55,3.25,46.26,6.29,3.37,,0,39.97,6.05,17556766,16373165,1183601
2929,淘帝-KY,18,201906,2019/8/7,3.66,5.67,38.82,23.56,17.05,,1.26,15.25,11.22,8712687,3439656,5273031
2937,集雅社,38,201906,2019/8/7,1.17,2.21,22.64,1.31,2.37,,0,21.33,1.67,1070055,517015,553040
2939,凱羿-KY,18,201906,2019/8/14,2.17,2.88,25.99,6.93,10.29,,0.29,19.06,7.28,2064958,742562,1322396
2945,三商家購,18,201906,2019/8/14,0.59,1.58,24.13,0.5,0.27,,0,23.63,2.32,4677347,3528590,1148757
2947,振宇五金,38,201906,2020/8/14,3.81,13.28,38.41,8.33,6.02,,0,30.08,7.25,1581432,1279787,301645
3002,歐格,25,201906,2019/8/13,0.49,0.66,28.75,0.4,5.5,,6.22,28.35,0.38,1922250,486461,1435789
3003,健和興,28,201906,2019/8/14,1.8,2.42,31.12,15.08,13.43,,2.95,16.05,2.95,6423542,1949982,4473560
3004,豐達科,10,201906,2019/8/5,2.06,5.17,30.52,17.2,12.85,,2.96,13.32,6.41,4800196,3045955,1754241
3005,神基,25,201906,2019/8/12,2.02,3.53,28.84,12.25,8.16,,4.39,16.78,3.7,29857963,14152008,15705955
3006,晶豪科,24,201906,2019/8/12,1.08,1.39,12.98,3.13,3.53,,5.96,9.84,1.78,9986384,2963007,7023377
3008,大立光,26,201906,2019/8/9,4.59,5.87,69.59,60.49,46.52,,6.27,9.11,197.35,145714576,35316048,110398528
3010,華立,29,201906,2019/8/14,1.31,2.93,7.7,3.05,2.73,,0,4.65,6.14,34532172,21688881,12843291
3011,今皓,28,201906,2019/7/31,-0.64,-1.11,12.67,-5.29,-3.96,,4.61,17.96,-0.21,1824716,695682,1129034
3013,晟銘電,25,201906,2019/8/12,0.58,0.97,7.27,0.38,1.87,,0.94,6.89,1.14,4555733,2066569,2489164
3014,聯陽,24,201906,2019/8/13,2.79,3.72,53.89,19.63,16.24,,19.02,34.26,3.01,5229207,1543562,3685645
3015,全漢,28,201906,2019/8/2,0.02,-0.04,10.62,-1.29,-0.04,,3.4,11.91,-0.05,14713226,6088306,8624920
3016,嘉晶,24,201906,2019/8/13,0.26,0.28,7.68,1.44,1.09,,1.52,6.24,1.02,5953043,2140503,3812540
3017,奇鋐,25,201906,2019/8/6,0.88,2.66,10.1,2.18,2.44,,5.06,7.92,2.35,31022453,21842942,9179511
3018,隆銘綠能,31,201906,2019/8/14,-1.84,-3.94,6.1,-18.42,-14.42,,0,24.52,-1.44,1716488,913386,803102
3019,亞光,26,201906,2019/8/12,2.44,3.35,20.2,9.26,10.37,,3.93,10.94,4.42,21868115,6269533,15598582
3021,鴻名,28,201906,2019/8/13,2.16,3.97,21.58,7.73,7.46,,0,13.85,1.32,2361617,1147479,1214138
3022,威強電,25,201906,2019/8/13,2.05,2.73,35.15,10.48,16.08,,10.38,24.66,3.04,11077420,3146973,7930447
3023,信邦,28,201906,2019/7/26,3.38,7.06,25.7,12.06,10.51,,3.54,13.64,6.93,15750257,8791463,6958794
3024,憶聲,26,201906,2019/8/14,0.83,1.09,28.39,3.4,8.81,,1.03,24.99,0.16,3967271,1302057,2665214
3025,星通,27,201906,2019/8/13,2.66,3.29,58.07,18.44,16.43,,22.93,39.62,0.56,1027266,243539,783727
3026,禾伸堂,28,201906,2019/7/31,1.53,2.19,19.72,8.24,5.77,,2.92,11.48,12.17,14305996,5058276,9247720
3027,盛達,27,201906,2019/8/13,-0.34,-0.68,36,-5.65,-5.77,,11.54,41.65,-0.69,2201794,712094,1489700
3028,增你強,29,201906,2019/8/14,0.63,1.23,6.02,1.86,0.83,,0,4.17,1.66,13871991,9615895,4256096
3029,零壹,30,201906,2019/8/7,2.27,4.31,10.66,5.74,4.92,,0.07,4.92,2.54,4484533,2262377,2222156
3030,德律,31,201906,2019/8/8,4.09,5.26,55.83,28.21,23.12,,9.13,27.62,4.06,7060916,2058619,5002297
3031,佰鴻,26,201906,2019/8/13,2.03,2.46,21.17,6.81,15.21,,0.78,14.36,1.02,3598800,705491,2893309
3032,偉訓,28,201906,2019/8/13,1.08,2.36,14.83,2.53,4.6,,1.92,12.3,1.68,7871235,4307098,3564137
3033,威健,29,201906,2019/8/13,0.75,1.57,6.64,2.17,0.75,,0,4.47,1.05,22627738,16951806,5675932
3034,聯詠,24,201906,2019/8/6,4.25,6.91,32.05,15.72,13.05,,13.45,16.34,13.13,51206022,22025922,29180100
3035,智原,24,201906,2019/7/23,0.76,1.09,54.65,4.56,4.46,,37.47,50.09,1.29,7423346,2571689,4851657
3036,文曄,29,201906,2019/8/14,1.09,2.64,3.6,1.77,0.83,,0.13,1.82,4.37,94098841,71428776,22670065
3037,欣興,28,201906,2019/8/12,0.64,0.86,13.13,3.57,2.72,,4.22,9.5,1.95,108022195,61347529,46674666
3038,全台,26,201906,2019/8/12,2.51,4.31,19.62,7.97,8.06,,2.53,11.65,1.3,3375832,1531028,1844804
3040,遠見,20,201906,2019/8/13,1.19,1.39,58.7,37.8,39.09,,0.87,20.9,1.39,1607371,296860,1310511
3041,揚智,24,201906,2019/8/6,-3.09,-3.82,26.34,-40.38,-30.26,,48.28,66.72,-2.33,4152495,683475,3469020
3042,晶技,28,201906,2019/8/14,1.12,1.59,23.44,6.84,7.02,,6.83,16.6,1.89,12731273,4289041,8442232
3043,科風,31,201906,2019/8/14,5.66,110.76,24.68,26.6,25.04,,5.25,-1.93,0.35,1196647,1105449,91198
3044,健鼎,28,201906,2019/8/8,1.98,3.91,18.91,10.58,9.71,,0.37,7.56,9.79,68142248,36053731,32088517
3045,台灣大,27,201906,2019/8/7,2.27,4.97,27.43,14.61,11.44,,0.13,13.32,4.65,153603775,89182846,64420929
3046,建碁,25,201906,2019/8/14,0.42,0.69,27.74,0.21,1.17,,2.59,27.53,0.42,1677887,907756,770131
3047,訊舟,27,201906,2019/8/12,0.44,0.9,25.23,0.78,1.81,,8.28,24.45,0.38,6703113,4170022,2533091
3048,益登,29,201906,2019/8/12,1.21,3.4,3.07,1.33,0.49,,0,1.74,1.29,20898540,17536724,3361816
3049,精金,26,201906,2019/8/2,1.78,3.54,37.36,30.91,23.08,,0.62,6.46,0.87,17896255,9681224,8215031
3050,鈺德,26,201906,2019/8/13,0.73,1.76,38.57,17.58,11.47,,0,20.99,0.74,5022182,2504863,2517319
3051,力特,26,201906,2019/8/13,-0.35,-4.52,18.33,3.95,-9.84,,3.03,14.38,-0.67,9085064,7801348,1283716
3052,夆典,14,201906,2019/8/14,-0.16,-0.88,2.83,-10.51,-10.84,,0.38,13.34,-0.54,10775492,7984511,2790981
3054,立萬利,02,201906,2019/7/31,-1.39,-1.83,5.51,-88.57,-77.53,,26.97,94.08,-0.47,1018845,48602,970243
3055,蔚華科,29,201906,2019/8/14,0.29,-0.18,28.74,-1.4,2.09,,7.18,30.89,0.29,3576272,1065441,2510831
3056,富華新,14,201906,2019/8/9,-0.09,-0.2,22.72,-3.13,-5.67,,0,25.84,-0.12,10189578,5897850,4291728
3057,喬鼎,25,201906,2019/8/13,-2.97,-5.4,37.3,-18.6,-20.06,,18.61,55.94,-1.38,1929503,845655,1083848
3058,立德,28,201906,2019/8/13,-0.12,-0.39,13.17,-1.78,-0.81,,4.58,14.95,-0.82,4706657,2534296,2172361
3059,華晶科,26,201906,2019/8/12,0.08,0.03,17.56,-2.22,0.39,,13.63,19.77,0.33,14429978,4815945,9614033
3060,銘異,25,201906,2019/8/13,-1.75,-3.27,1.49,-11.6,-9.1,,3.97,13.09,-2.85,5975538,2398664,3576874
3062,建漢,27,201906,2019/8/14,0.28,0.34,8.52,0.51,1.42,,5.21,8.01,0.39,7810189,2322983,5487206
3064,泰偉,32,201906,2019/8/14,-10.02,-20.19,78.18,-262.23,-277.65,,270.54,340.41,-2.05,672143,304752,367391
3066,李洲,26,201906,2019/8/13,0.02,0.11,22.89,-3.13,-1.44,,2.45,26.02,0.04,1287098,655988,631110
3067,全域,31,201906,2019/8/13,-0.33,-0.32,22.27,-13.55,-1.75,,6.4,35.83,-0.86,191814,32079,159735
3071,協禧,25,201906,2019/8/9,2.12,3.91,28.01,6.87,9.79,,4.13,21.15,1.55,2809873,1341298,1468575
3073,天方能源,35,201906,2019/8/13,-2.7,-9.9,25.5,-30.31,-84.04,,0,55.8,-0.81,853843,606004,247839
3078,僑威,28,201906,2019/8/2,2.36,3.42,23.05,12.86,11.61,,3.79,10.19,2.35,6623353,2258218,4365135
3081,聯亞,27,201906,2019/7/30,2.55,3.2,50.11,28.62,22.07,,14.23,21.5,6.34,5052354,1250253,3802101
3083,網龍,32,201906,2019/8/12,2.07,2.46,83.39,14.15,15.56,,37.7,69.24,1.58,1419503,241952,1177551
3085,新零售,36,201906,2019/8/14,-5.62,-18.13,38.05,-43.04,-49.69,,0,81.1,-2.67,706576,493940,212636
3086,華義,32,201906,2019/8/14,3,7.47,61.8,20.2,22.36,,2.33,41.6,-0.24,350335,209731,140604
3088,艾訊,25,201906,2019/8/2,4.07,4.42,37.57,12.1,14.25,,9.74,25.47,5,4221427,1858514,2362913
3089,億杰,28,201906,2019/8/13,-1.44,-2.43,11.93,-26.16,-33.21,,0,38.09,-0.33,747526,241767,505759
3090,日電貿,28,201906,2019/8/8,1.67,2.81,15.72,8.25,5.81,,0.59,7.47,5.66,7825900,3740568,4085332
3092,鴻碩,28,201906,2019/8/13,2.54,5.17,23.54,12.06,10.77,,3.07,13.33,5.36,3361172,1822382,1538790
3093,港建*,31,201906,2019/8/14,2.75,4.58,23.99,8.15,6.97,,0.29,15.84,2.41,1290616,471828,818788
3094,聯傑,24,201906,2019/8/9,0.6,0.69,65.67,3.04,12.51,,32.57,62.63,0.33,1277395,185232,1092163
3095,及成,27,201906,2019/8/12,1.9,8.61,26.45,11.55,12.53,,0,14.9,0.34,1024954,821734,203220
3105,穩懋,24,201906,2019/8/14,2.12,2.99,33.98,20.62,17.38,,6.21,13.37,4.93,37433596,11566885,25866711
3114,好德,28,201906,2019/8/6,1.88,4.19,11.34,5.35,4.41,,0,5.99,3.25,2450597,1402344,1048253
3115,富榮綱,28,201906,2019/8/14,-1.53,-2.48,1.23,-9.04,-8.08,,1.33,10.26,-1.4,513084,178411,334673
3118,進階,22,201906,2019/8/12,2.04,2.89,32.78,10.69,8.96,,2.27,22.09,1.48,721983,233531,488452
3122,笙泉,24,201906,2019/8/13,-2.03,-2.55,27.08,-10.73,-10.12,,16.68,37.82,-1.19,541081,119726,421355
3128,昇銳,26,201906,2019/8/13,0.4,0.55,21.71,2.02,1.56,,4.95,19.69,0.46,900682,337792,562890
3130,一零四,36,201906,2019/8/14,3.18,5.63,90.3,22.77,19.08,,19.58,67.53,8.36,2660965,1302232,1358733
3131,弘塑,31,201906,2019/8/13,1.46,2.77,46.13,16.86,14.95,,9.2,29.27,7.96,4984176,2513059,2471117
3138,耀登,27,201906,2019/8/14,1.46,2.42,39.27,6.93,7.13,,8.64,32.33,1.35,1133512,472943,660569
3141,晶宏,24,201906,2019/7/26,1.09,1.41,39.58,7.33,5.7,,19.88,33.64,2.45,1442853,363522,1079331
3147,大綜,30,201906,2019/8/8,1.13,3.14,13.43,4.02,2.77,,0,9.42,3.68,2056718,1438225,618493
3149,正達,26,201906,2019/8/14,0.12,-4.36,-3.9,-11.67,-0.53,,1.65,7.78,-1.22,4443024,2852811,1590213
3152,璟德,27,201906,2019/8/6,4.05,5.11,59.53,45,38.61,,6.8,14.53,10.69,4184219,1198138,2986081
3162,精確,05,201906,2019/8/14,-1.71,-4.09,6.04,-9.25,-10.46,,0.73,15.29,-0.81,935016,443882,491134
3163,波若威,27,201906,2019/8/14,0.29,2.15,17.57,4.03,1.09,,5.03,13.54,0.72,2493145,1035160,1457985
3164,景岳,22,201906,2019/8/13,0.24,0.88,67.44,20.51,4.69,,7.25,46.92,1.08,1756934,247424,1509510
3167,大量,05,201906,2019/8/14,1.11,2.14,34.42,9.64,8.52,,7.85,24.78,3.41,4448056,2661493,1786563
3169,亞信,24,201906,2019/8/7,3.57,4.3,48.17,22.23,19.73,,9.87,25.94,2.72,1090407,249972,840435
3171,新洲,38,201906,2019/8/14,1.48,2.73,24.57,7.46,5.94,,0,17.11,1.46,1506134,747519,758615
3176,基亞,22,201906,2019/8/13,-1.69,-8.44,53.69,-107.36,41.52,,115.87,161.05,-4.23,4760473,1866154,2894319
3178,公準,24,201906,2019/8/12,0.85,1.63,23.2,6.64,5.93,,3.67,16.57,1.6,2233718,1344104,889614
3188,鑫龍騰,14,201906,2019/8/9,1.09,3.32,17.54,8.92,7.39,,0,8.61,1.91,3461188,2407478,1053710
3189,景碩,24,201906,2019/7/29,-2.36,-3.64,9.18,-18.26,-19.75,,9.44,27.44,-3.28,41667784,14326148,27341636
3191,和進,28,201906,2019/8/14,-8.01,-25.8,-11.05,-72.88,-73.33,,11.12,61.83,-1.56,858973,640197,218776
3202,樺晟,28,201906,2019/8/13,0.99,1.75,15.88,1.41,2.97,,2.62,14.48,0.33,3288608,1736468,1552140
3205,佰研,22,201906,2019/8/14,-2.22,-2.69,15.8,-20.62,-16.94,,6.34,36.42,-3.19,917965,166421,751544
3206,志豐,28,201906,2019/8/12,2.96,5.83,20.06,6.38,6.33,,2.66,13.68,2.95,1954305,1043683,910622
3207,耀勝,28,201906,2019/8/12,2.35,5.92,14.79,1.85,6.07,,2.21,12.94,-0.39,619312,386684,232628
3209,全科,29,201906,2019/8/13,0.87,1.98,3.59,1.08,0.58,,0.29,2.5,1.31,12325271,9651448,2673823
3211,順達,25,201906,2019/7/31,1.23,2.75,8.1,4.1,4.59,,1.82,4,5.44,17514474,10753576,6760898
3213,茂訊,25,201906,2019/8/7,2.98,4.49,22.75,10.83,10.39,,3.63,12.05,3.9,2193816,839487,1354329
3217,優群,28,201906,2019/8/6,3.64,4.99,40.49,20.5,18.07,,7.07,20,3.87,2639630,873727,1765903
3218,大學光,22,201906,2019/8/12,2.34,3.47,58.83,20.27,16.94,,0,38.56,2.76,2693710,1082543,1611167
3219,倚強科,31,201906,2019/8/14,1.29,1.72,69.21,2.13,6.52,,2.74,67.08,-0.19,224649,93987,130662
3221,台嘉碩,27,201906,2019/8/7,0.45,0.61,18.55,4.64,2.17,,7.36,13.88,-0.25,2730082,942924,1787158
3224,三顧,29,201906,2019/8/14,-1.43,-2.11,10.53,-7.23,-6.29,,3.62,17.76,-1.46,1526254,480108,1046146
3226,至寶電,05,201906,2019/8/12,4.21,6.57,23.97,17.2,15.47,,2.33,6.77,4.92,1776998,715716,1061282
3227,原相,24,201906,2019/8/8,2.02,2.68,57.81,13.26,12.2,,27.82,44.55,4.63,8627118,2563562,6063556
3228,金麗科,24,201906,2019/8/5,-2.55,-3.18,73.94,-28.68,-27.69,,59.34,102.62,-0.46,533620,97130,436490
3229,晟鈦,28,201906,2019/8/13,-4.6,-4.5,13,-30.04,-37.8,,3.57,43.03,-1.13,1002790,341101,661689
3230,錦明,26,201906,2019/8/13,-4.57,-6.89,9.62,-4.19,-25.92,,1.17,17.38,-1.48,1166042,404426,761616
3231,緯創,25,201906,2019/8/12,0.93,2.2,4.98,1.53,1,,1.96,3.45,1.48,327394287,248969677,78424610
3232,昱捷,29,201906,2019/8/12,0.18,0.25,10.82,0.89,0.45,,0,9.93,0.24,922097,435551,486546
3234,光環,27,201906,2019/8/14,-3.15,-8.6,1.67,-24.46,-24.92,,14.54,26.15,-3.73,2590943,1568148,1022795
3236,千如,28,201906,2019/8/13,1.01,1.65,20.1,4.66,4.86,,3.89,15.44,1.42,2506493,1170471,1336022
3252,海灣,16,201906,2019/8/14,0.11,-0.43,47,12.45,-11.63,,0,34.55,1.92,3787771,1676424,2111347
3257,虹冠電,24,201906,2019/7/24,0.3,-0.37,35.95,-7.81,3.86,,25.31,43.76,-0.39,1839720,406258,1433462
3259,鑫創,24,201906,2019/8/8,-4.97,-6.53,27.4,-21.64,-21.18,,30.94,49.04,-0.95,660933,171552,489381
3260,威剛,24,201906,2019/8/6,0.49,-1.22,8.48,-3.85,1.54,,1.58,12.33,0.11,24653638,16433417,8220221
3264,欣銓,24,201906,2019/8/12,1.51,2.2,32.07,19.62,13.19,,4.99,12.45,2.43,18510969,7795863,10715106
3265,台星科,24,201906,2019/8/6,-0.11,-0.26,5.87,-3.1,-1.72,,0.66,8.97,0.89,5816372,1330183,4486189
3266,昇陽,14,201906,2019/8/12,0.92,1.56,30.51,16.7,17.53,,0.06,13.81,-0.06,10652333,5098441,5553892
3268,海德威,24,201906,2019/8/12,0.33,0.42,8.65,1.41,0.79,,1.68,7.25,-0.3,998313,507495,490818
3272,東碩,25,201906,2019/8/13,0.79,2.05,10.06,1.67,2.44,,3.02,8.39,2.94,4084525,2548862,1535663
3276,宇環,28,201906,2019/8/13,-2.8,-7.55,-31.29,-50.7,-40.59,,0,19.41,-0.81,2111131,1306483,804648
3284,太普高,20,201906,2019/8/12,-0.61,0.19,13.12,-1.34,-3.89,,0.96,14.46,-0.24,1221850,467621,754229
3285,微端,31,201906,2019/8/13,0.41,0.66,17.01,-0.68,1.44,,2.61,17.69,0.88,899176,317568,581608
3287,廣寰科,25,201906,2019/8/13,0.32,0.39,26.21,-0.79,1.56,,2.76,27,-0.25,496209,95140,401069
3288,點晶,28,201906,2019/8/13,0.08,-0.31,55.58,6.8,-1.24,,24.38,48.78,0.13,303680,171274,132406
3289,宜特,31,201906,2019/8/14,0.1,-1.5,16.55,-6.09,-1.78,,4.84,22.64,-5.08,9215321,6373591,2841730
3290,東浦,28,201906,2019/8/12,1.37,2.5,20.45,6.35,5.68,,1.42,14.09,2.42,3101803,1537247,1564556
3293,鈊象,32,201906,2019/8/7,8.46,11.44,92.72,46.42,39.53,,23.16,46.3,17.56,5720215,1894585,3825630
3294,英濟,28,201906,2019/8/14,0.36,0.48,13,0.45,1.15,,2.75,12.56,0.1,5049912,2648001,2401911
3296,勝德,28,201906,2019/8/13,1.79,2.98,18.64,4.58,5.18,,4.13,14.06,1.84,2454818,897329,1557489
3297,杭特,26,201906,2019/8/12,-0.85,-1.23,20.16,-26.63,-13.69,,23.04,46.79,-1.24,864819,176826,687993
3303,岱稜,31,201906,2019/8/9,1.92,3.13,27.89,10.24,8.97,,2.72,17.65,2.54,2965394,1249014,1716380
3305,昇貿,31,201906,2019/8/13,1.04,1.75,15.32,6.93,4.86,,1.42,8.39,1.02,6793075,3218050,3575025
3306,鼎天,27,201906,2019/8/7,2.52,3.22,21.57,2.43,9.1,,10.99,19.23,0.38,1808905,447547,1361358
3308,聯德,28,201906,2019/8/14,-0.45,-1.62,4.37,-14.24,-6.18,,5.04,18.61,-1.42,1824132,984012,840120
3310,佳穎,28,201906,2019/8/13,-0.36,-1.45,8.94,-4.57,-7.4,,1.61,13.51,-0.29,3176742,2122212,1054530
3311,閎暉,27,201906,2019/7/25,-1,-1.02,11.24,-13.49,-9.46,,7.13,24.73,-0.47,4585250,845515,3739735
3312,弘憶股,29,201906,2019/8/14,1.41,3.65,5.26,2.19,1.69,,0.18,3.07,1.14,3994875,2640825,1354050
3313,斐成,20,201906,2019/8/9,-0.87,-0.43,3.34,-6.31,-12.03,,0,9.66,-0.49,859072,31339,827733
3317,尼克森,24,201906,2019/8/8,2.52,3.47,23.38,11.14,8.72,,4.02,12.24,2.79,2584549,772808,1811741
3321,同泰,28,201906,2019/8/1,-4.67,-22.48,-11.52,-31.18,-27.86,,4.83,19.66,-3.41,2957356,2362913,594443
3322,建舜電,28,201906,2019/8/13,-1.4,-2.51,14.24,-8.27,-5.48,,8.26,22.51,-0.72,2243837,995429,1248408
3323,加百裕,25,201906,2019/8/9,1.76,3.86,10.55,3.93,3.71,,1.97,6.62,1.16,5125755,2928736,2197019
3324,雙鴻,31,201906,2019/8/6,3.77,8.33,20.44,11.2,10.22,,3.52,9.25,7.39,6204317,3464366,2739951
3325,旭品,25,201906,2019/8/13,0.69,1.14,13.55,0.85,2.51,,1.94,12.7,0.56,1529716,698141,831575
3332,幸康,28,201906,2019/8/7,1.65,1.98,36.98,10.76,9.45,,10.83,26.22,2.21,1650473,321987,1328486
3338,泰碩,28,201906,2019/8/12,1.78,5.36,24.18,9.11,5.81,,4.62,15.07,3.1,3622178,2193848,1428330
3339,泰谷,26,201906,2019/8/9,-1.2,-5.21,-5.32,-18.82,-11.16,,4.19,13.5,-0.93,1203847,695810,508037
3346,麗清,12,201906,2019/8/14,-0.22,-1.36,15.83,-0.54,-2.19,,8.83,16.37,1.6,5471114,3897516,1573598
3349,寶德,25,201906,2019/8/13,-0.84,-2.29,18.13,-4.4,-1.72,,8.43,22.53,0.5,603094,227484,375610
3354,律勝,28,201906,2019/8/5,1.16,1.39,35.21,8.56,15.97,,8.33,26.65,0.71,1618870,433945,1184925
3356,奇偶,26,201906,2019/8/13,1.12,1.43,37.43,1.58,8.93,,10.72,35.85,0.1,3039721,1390799,1648922
3357,臺慶科,28,201906,2019/8/12,3.12,5.5,27.27,12.09,10.48,,2.98,15.18,4.33,5308964,2491051,2817913
3360,尚立,29,201906,2019/8/14,0.8,2.08,2.6,1.3,0.38,,0.15,1.3,0.82,7416666,6433721,982945
3362,先進光,26,201906,2019/8/14,-0.58,-0.91,18.61,-3.9,-4.14,,11.24,22.5,1.16,3684402,1160522,2523880
3363,上詮,27,201906,2019/8/8,1.88,1.91,21.44,10.15,9.54,,4.3,11.29,2.31,2439336,672887,1766449
3372,典範,24,201906,2019/8/7,-0.56,-0.67,1.97,-7.57,-4.1,,3.68,9.54,-1.36,2096221,333346,1762875
3373,熱映,31,201906,2019/8/12,1.26,1.5,22.49,4.62,4.67,,7.8,17.87,0.33,801047,146933,654114
3374,精材,24,201906,2019/8/2,-0.54,-1.41,4.75,-3.14,-3.82,,5.26,9.14,-0.49,5984340,3250662,2733678
3376,新日興,28,201906,2019/8/13,1.95,2.62,24.81,16.85,11.98,,2.75,7.96,7.75,17439190,4803809,12635381
3379,彬台,05,201906,2019/8/8,-1.85,-3.76,16.5,-14.32,-14.07,,0,30.83,-0.66,960227,488502,471725
3380,明泰,27,201906,2019/8/14,0.59,0.94,18.44,2.07,2.13,,9.29,16.37,0.44,14342762,4330671,10012091
3388,崇越電,28,201906,2019/8/12,1.81,2.51,16.58,6.74,4.88,,0,9.85,5.47,5687503,1885404,3802099
3390,旭軟,28,201906,2019/8/14,0.3,0.39,13.7,-5.51,2.86,,5.99,19.21,0.9,1950980,742691,1208289
3402,漢科,31,201906,2019/8/14,1.42,2.84,17.92,6.89,6.31,,0.34,11.03,2.37,3187784,1876396,1311388
3406,玉晶光,26,201906,2019/8/12,1.83,2.92,41.17,16.84,11.14,,15.9,24.33,7.26,14789288,6868378,7920910
3413,京鼎,24,201906,2019/8/12,1.5,3.42,22.21,10.36,6.92,,4.68,11.85,9.75,8242887,4329158,3913729
3416,融程電,25,201906,2019/8/6,2.62,3.28,37.48,16.81,15.45,,8.69,20.29,3.34,2706877,659240,2047637
3419,譁裕,27,201906,2019/8/9,0.48,0.56,17.23,-6.29,2.21,,6.06,23.79,0.27,2159468,610034,1549434
3426,台興,05,201906,2019/8/8,1.92,2.91,35.96,10.95,11.75,,5.62,25.01,2.93,972894,333369,639525
